evse_id,postal_cod,latitude,longitude,port_type,ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10
115339.000000000000000,64111.000000000000000,39.044865000000001,-94.587378999999999,Level 2,"64111",8600000US64111,"64111","7051166","0"
115347.000000000000000,64105.000000000000000,39.097828000000000,-94.584716999999998,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115353.000000000000000,64133.000000000000000,39.045307000000001,-94.444496000000001,Level 2,"64133",8600000US64133,"64133","43132780","234135"
115373.000000000000000,64116.000000000000000,39.142147000000001,-94.579391000000001,Level 2,"64116",8600000US64116,"64116","28114226","1918265"
115415.000000000000000,64105.000000000000000,39.099227999999997,-94.583907999999994,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115423.000000000000000,64999.000000000000000,39.076050000000002,-94.587303000000006,Level 2,"64108",8600000US64108,"64108","9405486","4803"
115433.000000000000000,64105.000000000000000,39.099220000000003,-94.583702000000002,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115447.000000000000000,64130.000000000000000,39.037757999999997,-94.539283999999995,Level 2,"64130",8600000US64130,"64130","18655561","17491"
115449.000000000000000,64131.000000000000000,38.989128000000001,-94.575562000000005,Level 2,"64131",8600000US64131,"64131","19261577","34078"
115451.000000000000000,64108.000000000000000,39.093581999999998,-94.581917000000004,Level 2,"64108",8600000US64108,"64108","9405486","4803"
115453.000000000000000,64132.000000000000000,39.007258999999998,-94.533835999999994,Level 2,"64132",8600000US64132,"64132","26394362","82487"
115457.000000000000000,64105.000000000000000,39.099583000000003,-94.586326999999997,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115459.000000000000000,64108.000000000000000,39.087798999999997,-94.560805999999999,Level 2,"64127",8600000US64127,"64127","10838122","0"
115477.000000000000000,64112.000000000000000,39.038330000000002,-94.592651000000004,Level 2,"64112",8600000US64112,"64112","3819791","0"
115487.000000000000000,64116.000000000000000,39.149639000000001,-94.549637000000004,Level 2,"64116",8600000US64116,"64116","28114226","1918265"
115507.000000000000000,64105.000000000000000,39.105209000000002,-94.590614000000002,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115529.000000000000000,64132.000000000000000,39.008513999999998,-94.559410000000000,Level 2,"64132",8600000US64132,"64132","26394362","82487"
115539.000000000000000,64106.000000000000000,39.103321000000001,-94.579018000000005,Level 2,"64106",8600000US64106,"64106","3993364","159794"
115547.000000000000000,64120.000000000000000,39.129486000000000,-94.511405999999994,Level 2,"64120",8600000US64120,"64120","21217901","1994001"
115549.000000000000000,64130.000000000000000,39.037776999999998,-94.539337000000003,Level 2,"64130",8600000US64130,"64130","18655561","17491"
115555.000000000000000,64130.000000000000000,39.037785000000000,-94.539276000000001,Level 2,"64130",8600000US64130,"64130","18655561","17491"
115571.000000000000000,64132.000000000000000,39.008510999999999,-94.559471000000002,Level 2,"64132",8600000US64132,"64132","26394362","82487"
115573.000000000000000,64120.000000000000000,39.131988999999997,-94.530579000000003,Level 2,"64120",8600000US64120,"64120","21217901","1994001"
115575.000000000000000,64124.000000000000000,39.107567000000003,-94.525124000000005,Level 2,"64124",8600000US64124,"64124","4409733","0"
115579.000000000000000,64105.000000000000000,39.100200999999998,-94.586226999999994,Level 2,"64105",8600000US64105,"64105","1950214","220454"
115591.000000000000000,64108.000000000000000,39.084491999999997,-94.576042000000001,Level 2,"64108",8600000US64108,"64108","9405486","4803"
115597.000000000000000,64112.000000000000000,39.038330000000002,-94.592735000000005,Level 2,"64112",8600000US64112,"64112","3819791","0"
